Smiles
COc1ccc(-c2c(Nc3cn[nH]n3)[nH]c3c(-c4ccccc4)c(-c4ccccc4)nn3c2=O)cc1
COQNCc1[nH]c2c(C3-CCCCC3)c(-c3ccccc3)nn2c(=O)
Cc1[nH]c2c(N3CCCCC3)c(-c3ccccc3)nn2c(=O)c1-c1ccc2ncccc2c1
NCc1[nH]c2c(C3=CCCCC3)c(-c3ccccc3)nn2c(=O)c1-c1ccc2ncccc2c1
Cc1[nH]c2c(N3CCCCC3)c(-c3ccccc3)nn2c(=O)c1-c1ccc2[nH]c(N)nc2c1
COc1ccc(-c2c(O)n(C)c3c(-c4ccccc4)c(-c4ccccc4)nn3c2=O)cc1
Cn1cc2cc(-n3nc4ccc(OCC(F)(F)F)nc4c(-c4ccc(OC(F)F)cc4)c3=O)ccc2n1
Cn1cc2cc(-n3nc4ccc(OCC(F)(F)F)nc4c(-c4ccc(OC(F)F)cc4)c3=O)ccc2n1
COc1ccc(-c2c(=O)n(-c3ccc4nn(C)cc4c3)nc3ccc(OCC(F)F)nc23)cn1
NCc1[nH]c2c(C3=CCCCC3)c(-c3ccccc3)nn2c(=O)c1-c1ccc2nccnc2c1
O=C(NCc1[nH]c2c(-c3ccccc3)c(-c3ccccc3)nn2c(=O)c1-c1ccc2ncccc2c1)C(F)(F)F
Cc1[nH]c2c(N3CCCCC3)c(-c3ccccc3)nn2c(=O)c1-c1ccncc1
COc1ccc(-c2c(Nc3ccccn3)[nH]c3c(C4=CCCCC4)c(-c4ccccn4)nn3c2=O)cc1
Cc1[nH]c2c(-c3ccccc3)c(-c3ccccc3)nn2c(=O)c1-c1ccc2ncccc2c1
O=C(CO)NCc1[nH]c2c(-c3ccccc3)c(-c3ccccc3)nn2c(=O)c1-c1ccc2ncccc2c1
Cc1[nH]c2c(C3=CCCCC3)c(-c3ccccc3)nn2c(=O)c1-c1ccc(O)cc1
Cc1[nH]c2c(-c3ccccc3)c(-c3ccccc3)nn2c(=O)c1-c1ccc2ncnc(N)c2c1
Cn1cc2cc(-n3nc4ccc(SCC(F)(F)F)nc4c(-c4ccc(OC(F)F)cc4)c3=O)ccc2n1
COc1ccc(-c2c(Nc3ccnc(O)n3)[nH]c3c(-c4ccccc4)c(-c4ccccc4)nn3c2=O)cc1
O=c1c(-c2ccc3nccnc3c2)c(Nc2cc[nH]n2)[nH]c2c(C3=CCCCC3)c(-c3ccccc3)nn12
COc1ccc(-c2c(Nc3cscn3)[nH]c3c(-c4ccccc4)c(-c4ccccc4)nn3c2=O)cc1
CC(=O)NCc1[nH]c2c(-c3ccccc3)c(-c3ccccc3)nn2c(=O)c1-c1ccc2ncccc2c1
COc1ccc(-c2c(C)[nH]c3c(N4CCC(F)(F)C4)c(-c4ccccc4)nn3c2=O)cc1
Cc1[nH]c2c(C3=CCCCC3)c(-c3ccccc3)nn2c(=O)c1-c1ccc(OP(=O)(O)O)cc1
Cc1[nH]c2c(N3CCCCC3)c(-c3ccccc3)nn2c(=O)c1N1CCOCC1
COc1ccc(-c2c(Cn3ncnn3)[nH]c3c(-c4ccccc4)c(-c4ccccc4)nn3c2=O)cc1
CCOc1ccc2nn(-c3ccc4nn(C)cc4c3)c(=O)c(-c3ccc(OC)cc3)c2n1
COc1ccc(-n2cc3cnc(NCC4CC4)nc3c(-c3ccc(Br)cc3)c2=O)cc1
O=c1c(-c2ccc3ncccc3c2)c[nH]c2c(-c3ccccc3)c(-c3ccccc3)nn12
